frame_idx,time_ms,bird_y,click
76,1253.0,877,0
77,1269.6666666666667,881,0
78,1286.3333333333333,885,0
79,1303.0000000000002,888,0
80,1319.6666666666667,896,0
81,1336.3333333333335,904,0
82,1353.0,911,0
83,1369.6666666666667,922,0
84,1386.3333333333335,933,0
85,1403.0,944,0
86,1419.6666666666667,958,0
87,1436.3333333333335,974,0
88,1453.0,988,0
89,1469.6666666666667,1002,0
90,1486.3333333333335,1020,0
91,1503.0,1040,0
92,1519.6666666666667,1058,0
93,1536.3333333333333,1079,1
94,1553.0000000000002,1100,1
95,1569.6666666666667,1122,1
96,1586.3333333333335,1104,1
97,1603.0,1088,1
98,1619.6666666666667,1070,1
99,1636.3333333333335,1057,0
100,1653.0,1042,0
101,1669.6666666666667,1028,0
102,1686.3333333333335,1016,0
103,1703.0,1005,0
104,1719.6666666666667,994,0
105,1736.3333333333335,986,0
106,1753.0,979,0
107,1769.6666666666667,972,1
108,1786.3333333333333,964,1
109,1803.0000000000002,960,1
110,1819.6666666666667,956,1
111,1836.3333333333335,938,1
112,1853.0,919,1
113,1869.6666666666667,900,0
114,1886.3333333333335,885,0
115,1903.0,870,0
116,1919.6666666666667,854,0
117,1936.3333333333335,844,0
118,1953.0,832,0
119,1969.6666666666667,821,0
120,1986.3333333333335,813,0
121,2003.0,806,0
122,2019.6666666666667,799,0
123,2036.3333333333333,792,0
124,2053.0,787,0
125,2069.666666666667,784,0
126,2086.3333333333335,780,0
127,2103.0,780,0
128,2119.666666666667,780,0
129,2136.3333333333335,780,0
130,2153.0,784,0
131,2169.6666666666665,788,0
132,2186.333333333333,791,0
133,2203.0000000000005,796,0
134,2219.666666666667,802,0
135,2236.3333333333335,810,0
136,2253.0,817,0
137,2269.6666666666665,828,0
138,2286.3333333333335,840,1
139,2303.0,850,1
140,2319.666666666667,832,1
141,2336.3333333333335,814,1
142,2353.0,794,1
143,2369.666666666667,780,1
144,2386.3333333333335,765,0
145,2403.0,750,0
146,2419.6666666666665,739,0
147,2436.333333333333,728,0
148,2453.0000000000005,716,0
149,2469.666666666667,708,0
150,2486.3333333333335,701,0
151,2503.0,694,0
152,2519.6666666666665,686,0
153,2536.3333333333335,682,0
154,2553.0,679,0
155,2569.666666666667,674,0
156,2586.3333333333335,674,0
157,2603.0,674,0
158,2619.666666666667,674,0
159,2636.3333333333335,679,0
160,2653.0,682,0
161,2669.6666666666665,686,0
162,2686.3333333333335,690,0
163,2703.0000000000005,698,0
164,2719.666666666667,705,0
165,2736.3333333333335,712,0
166,2753.0,723,0
167,2769.6666666666665,734,0
168,2786.3333333333335,744,0
169,2803.0,760,0
170,2819.666666666667,775,0
171,2836.3333333333335,790,0
172,2853.0,804,0
173,2869.666666666667,822,0
174,2886.3333333333335,840,0
175,2903.0,860,0
176,2919.6666666666665,880,0
177,2936.3333333333335,901,0
178,2953.0000000000005,922,0
179,2969.666666666667,948,0
180,2986.3333333333335,974,0
181,3003.0,998,0
182,3019.6666666666665,1022,0
183,3036.316666666667,1051,0
184,3052.9833333333336,1078,0
185,3069.65,1106,1
186,3086.3166666666666,1135,1
187,3102.9833333333336,1166,1
188,3119.65,1144,1
189,3136.3166666666666,1132,1
190,3152.9833333333336,1114,1
191,3169.65,1102,0
192,3186.316666666667,1090,0
193,3202.9833333333336,1076,0
194,3219.65,1064,0
195,3236.3166666666666,1056,0
196,3252.983333333333,1046,0
197,3269.65,1039,0
198,3286.316666666667,1032,0
199,3302.9833333333336,1026,0
200,3319.65,1020,0
201,3336.3166666666666,1016,0
202,3352.9833333333336,1012,0
203,3369.65,1008,0
204,3386.3166666666666,1008,0
205,3402.9833333333336,1008,0
206,3419.65,1008,0
207,3436.316666666667,1012,0
208,3452.9833333333336,1016,0
209,3469.65,1020,0
210,3486.3166666666666,1024,0
211,3502.983333333333,1032,1
212,3519.6500000000005,1039,1
213,3536.316666666667,1046,1
214,3552.9833333333336,1028,1
215,3569.65,1008,1
216,3586.3166666666666,990,1
217,3602.9833333333336,976,0
218,3619.65,960,0
219,3636.3166666666666,945,0
220,3652.9833333333336,934,0
221,3669.65,922,0
222,3686.316666666667,912,0
223,3702.9833333333336,904,0
224,3719.65,896,0
225,3736.3166666666666,888,0
226,3752.983333333333,882,0
227,3769.6500000000005,877,0
228,3786.316666666667,874,0
229,3802.9833333333336,870,0
230,3819.65,870,0
231,3836.3166666666666,870,0
232,3852.9833333333336,870,0
233,3869.65,874,0
234,3886.3166666666666,878,0
235,3902.9833333333336,882,0
236,3919.65,886,0
237,3936.316666666667,892,0
238,3952.9833333333336,900,0
239,3969.65,908,0
240,3986.3166666666666,918,0
241,4002.9833333333336,930,0
242,4019.6500000000005,940,0
243,4036.316666666667,956,0
244,4052.9833333333336,970,1
245,4069.65,984,1
246,4086.3166666666666,968,1
247,4102.983333333334,948,1
248,4119.65,930,1
249,4136.316666666667,916,1
250,4152.983333333334,900,0
251,4169.65,886,0
252,4186.316666666667,874,0
253,4202.983333333334,862,0
254,4219.650000000001,852,0
255,4236.3166666666675,844,0
256,4252.983333333334,836,0
257,4269.650000000001,828,0
258,4286.316666666667,821,0
259,4302.983333333334,818,0
260,4319.650000000001,814,0
261,4336.316666666667,810,0
262,4352.983333333334,810,0
263,4369.65,810,0
264,4386.316666666667,810,0
265,4402.983333333334,814,0
266,4419.65,818,0
267,4436.316666666667,822,0
268,4452.983333333334,826,0
269,4469.650000000001,832,0
270,4486.3166666666675,840,0
271,4502.983333333334,848,0
272,4519.650000000001,858,0
273,4536.316666666667,870,0
274,4552.983333333334,880,0
275,4569.650000000001,896,0
276,4586.316666666667,910,0
277,4602.983333333334,924,0
278,4619.65,938,0
279,4636.316666666667,958,0
280,4652.983333333334,976,0
281,4669.65,994,0
282,4686.316666666667,1015,0
283,4702.983333333334,1036,0
284,4719.650000000001,1058,0
285,4736.3166666666675,1084,0
286,4752.983333333334,1108,0
287,4769.650000000001,1134,0
288,4786.316666666667,1158,0
289,4802.983333333334,1188,1
290,4819.650000000001,1212,1
291,4836.316666666667,1200,1
292,4852.983333333334,1182,1
293,4869.65,1166,1
294,4886.316666666667,1151,1
295,4902.983333333334,1138,0
296,4919.65,1125,0
297,4936.316666666667,1114,0
298,4952.983333333334,1104,0
299,4969.650000000001,1094,0
300,4986.3166666666675,1088,0
301,5002.983333333334,1080,0
302,5019.650000000001,1072,0
303,5036.316666666667,1066,0
304,5052.983333333334,1062,0
305,5069.650000000001,1058,0
306,5086.316666666667,1054,0
307,5102.983333333334,1054,0
308,5119.65,1054,0
309,5136.316666666667,1054,0
310,5152.983333333334,1058,0
311,5169.65,1062,0
312,5186.3166666666675,1066,0
313,5202.983333333334,1070,0
314,5219.650000000001,1076,0
315,5236.3166666666675,1084,0
316,5252.983333333334,1092,0
317,5269.650000000001,1102,0
318,5286.316666666667,1114,0
319,5302.983333333334,1124,0
320,5319.650000000001,1140,0
321,5336.316666666667,1154,1
322,5352.983333333334,1136,1
323,5369.65,1118,1
324,5386.316666666667,1100,1
325,5402.983333333334,1084,1
326,5419.65,1068,1
327,5436.3166666666675,1054,0
328,5452.983333333334,1042,0
329,5469.650000000001,1032,0
330,5486.3166666666675,1020,0
331,5502.983333333334,1012,0
332,5519.650000000001,1006,0
333,5536.316666666667,998,0
334,5552.983333333334,992,0
335,5569.650000000001,986,0
336,5586.316666666667,982,0
337,5602.983333333334,980,0
338,5619.65,980,0
339,5636.316666666667,980,0
340,5652.983333333334,980,0
341,5669.65,982,0
342,5686.3166666666675,988,0
343,5702.983333333334,990,0
344,5719.650000000001,994,0
345,5736.3166666666675,1002,0
346,5752.983333333334,1008,0
347,5769.650000000001,1018,0
348,5786.316666666667,1028,0
349,5802.983333333334,1040,1
350,5819.650000000001,1049,1
351,5836.316666666667,1064,1
352,5852.983333333334,1078,1
353,5869.65,1060,1
354,5886.316666666667,1042,1
355,5902.983333333334,1024,0
356,5919.65,1010,0
357,5936.3166666666675,996,0
358,5952.983333333334,980,0
359,5969.650000000001,968,0
360,5986.3166666666675,956,0
361,6002.983333333334,946,0
362,6019.650000000001,938,1
363,6036.316666666667,930,1
364,6052.983333333334,922,1
365,6069.650000000001,906,1
366,6086.316666666667,886,1
367,6102.983333333334,868,1
368,6119.65,852,0
369,6136.316666666667,836,0
370,6152.983333333334,822,0
371,6169.65,812,0
372,6186.3166666666675,800,0
373,6202.983333333334,788,0
374,6219.650000000001,780,1
375,6236.3166666666675,762,1
376,6252.983333333334,744,1
377,6269.650000000001,726,1
378,6286.316666666667,710,1
379,6302.983333333334,694,1
380,6319.650000000001,680,0
381,6336.316666666667,668,1
382,6352.983333333334,656,1
383,6369.65,638,1
384,6386.316666666667,620,1
385,6402.983333333334,602,1
386,6419.650000000001,586,1
387,6436.3166666666675,572,0
388,6452.983333333334,556,0
389,6469.650000000001,544,0
390,6486.3166666666675,532,0
391,6502.983333333334,522,0
392,6519.650000000001,514,0
393,6536.316666666667,508,0
394,6552.983333333334,500,0
395,6569.650000000001,492,0
396,6586.316666666667,488,0
397,6602.983333333334,484,0
398,6619.65,480,0
399,6636.316666666667,480,0
400,6652.983333333334,480,0
401,6669.650000000001,480,0
402,6686.3166666666675,484,0
403,6702.983333333334,488,0
404,6719.650000000001,492,0
405,6736.3166666666675,496,0
406,6752.983333333334,502,0
407,6769.650000000001,512,0
408,6786.316666666667,518,0
409,6802.983333333334,528,0
410,6819.650000000001,540,0
411,6836.316666666667,550,1
412,6852.983333333334,566,1
413,6869.65,580,1
414,6886.316666666667,596,1
415,6902.983333333334,578,1
416,6919.650000000001,558,1
417,6936.3166666666675,540,0
418,6952.983333333334,526,0
419,6969.650000000001,510,0
420,6986.3166666666675,496,0
421,7002.983333333334,484,0
422,7019.650000000001,472,0
423,7036.316666666667,462,0
424,7052.983333333334,454,0
425,7069.650000000001,448,0
426,7086.316666666667,440,0
427,7102.983333333334,432,0
428,7119.65,428,0
429,7136.316666666667,424,0
430,7152.983333333334,420,0
431,7169.650000000001,420,0
432,7186.3166666666675,420,0
433,7202.966666666667,420,0
434,7219.633333333333,424,0
435,7236.3,428,0
436,7252.966666666667,432,0
437,7269.633333333334,436,0
438,7286.300000000001,442,0
439,7302.966666666667,450,0
440,7319.633333333334,458,0
441,7336.3,468,0
442,7352.966666666667,480,0
443,7369.633333333334,490,0
444,7386.3,506,0
445,7402.966666666667,520,0
446,7419.633333333333,534,0
447,7436.3,550,0
448,7452.966666666667,568,0
449,7469.633333333333,586,0
450,7486.3,604,0
451,7502.966666666667,625,0
452,7519.633333333334,646,0
453,7536.300000000001,668,0
454,7552.966666666667,694,1
455,7569.633333333334,720,1
456,7586.3,744,1
457,7602.966666666667,728,1
458,7619.633333333334,710,1
459,7636.3,692,1
460,7652.966666666667,680,0
461,7669.633333333333,666,0
462,7686.3,652,0
463,7702.966666666667,642,0
464,7719.633333333333,630,0
465,7736.3,618,0
466,7752.966666666667,612,0
467,7769.633333333334,604,0
468,7786.300000000001,596,0
469,7802.966666666667,588,0
470,7819.633333333334,586,0
471,7836.3,582,0
472,7852.966666666667,578,0
473,7869.633333333334,577,0
474,7886.3,577,0
475,7902.966666666667,577,0
476,7919.633333333333,582,0
477,7936.3,586,0
478,7952.966666666667,588,0
479,7969.633333333333,592,0
480,7986.3,600,0
481,8002.966666666667,608,0
482,8019.633333333333,616,0
483,8036.300000000001,626,0
484,8052.966666666666,636,1
485,8069.633333333334,648,1
486,8086.299999999999,664,1
487,8102.966666666667,644,1
488,8119.633333333335,628,1
489,8136.3,608,1
490,8152.966666666668,592,0
491,8169.633333333333,578,0
492,8186.300000000001,562,0
493,8202.966666666667,552,0
494,8219.633333333335,540,0
495,8236.3,528,0
496,8252.966666666667,522,0
497,8269.633333333333,514,0
498,8286.300000000001,506,0
499,8302.966666666667,498,0
500,8319.633333333333,496,0
501,8336.3,492,0
502,8352.966666666667,488,0
503,8369.633333333335,488,0
504,8386.300000000001,488,0
505,8402.966666666667,488,0
506,8419.633333333333,492,0
507,8436.300000000001,496,0
508,8452.966666666667,500,0
509,8469.633333333335,504,0
510,8486.3,512,0
511,8502.966666666667,518,0
512,8519.633333333333,526,0
513,8536.300000000001,538,0
514,8552.966666666667,548,0
515,8569.633333333333,558,0
516,8586.3,574,0
517,8602.966666666667,588,0
518,8619.633333333335,602,0
519,8636.300000000001,616,0
520,8652.966666666667,634,0
521,8669.633333333333,654,0
522,8686.300000000001,671,0
523,8702.966666666667,693,0
524,8719.633333333335,714,0
525,8736.3,736,0
526,8752.966666666667,760,0
527,8769.633333333333,786,0
528,8786.300000000001,810,1
529,8802.966666666667,836,1
530,8819.633333333333,818,1
531,8836.3,802,1
532,8852.966666666667,784,1
533,8869.633333333335,772,1
534,8886.300000000001,758,0
535,8902.966666666667,744,0
536,8919.633333333333,734,0
537,8936.300000000001,724,0
538,8952.966666666667,712,1
539,8969.633333333335,706,1
540,8986.3,698,1
541,9002.966666666667,678,1
542,9019.633333333333,660,1
543,9036.300000000001,642,1
544,9052.966666666667,626,0
545,9069.633333333333,612,0
546,9086.3,596,0
547,9102.966666666667,586,0
548,9119.633333333335,574,0
549,9136.300000000001,562,0
550,9152.966666666667,554,0
551,9169.633333333333,548,0
552,9186.300000000001,540,0
553,9202.966666666667,532,0
554,9219.633333333335,528,0
555,9236.3,526,0
556,9252.966666666667,522,0
557,9269.633333333333,522,0
558,9286.300000000001,522,0
559,9302.966666666667,522,0
560,9319.633333333333,525,0
561,9336.3,528,0
562,9352.966666666667,532,0
563,9369.633333333335,536,0
564,9386.300000000001,544,0
565,9402.966666666667,552,0
566,9419.633333333333,559,0
567,9436.300000000001,570,0
568,9452.966666666667,580,0
569,9469.633333333335,590,0
570,9486.3,606,1
571,9502.966666666667,622,1
572,9519.633333333333,604,1
573,9536.300000000001,584,1
574,9552.966666666667,566,1
575,9569.633333333333,552,1
576,9586.3,536,0
577,9602.966666666667,521,0
578,9619.633333333335,510,0
579,9636.300000000001,498,0
580,9652.966666666667,488,0
581,9669.633333333333,480,0
582,9686.300000000001,472,0
583,9702.966666666667,464,0
584,9719.633333333335,458,0
585,9736.3,454,0
586,9752.966666666667,450,0
587,9769.633333333333,446,0
588,9786.300000000001,446,0
589,9802.966666666667,446,0
590,9819.633333333333,446,0
591,9836.3,450,0
592,9852.966666666667,454,0
593,9869.633333333335,458,0
594,9886.300000000001,462,0
595,9902.966666666667,468,0
596,9919.633333333333,476,0
597,9936.300000000001,484,0
598,9952.966666666667,496,0
599,9969.633333333335,506,0
600,9986.3,516,0
601,10002.966666666667,532,0
602,10019.633333333333,546,0
603,10036.300000000001,560,0
604,10052.966666666667,576,0
605,10069.633333333333,594,0
606,10086.3,612,0
607,10102.966666666667,630,0
608,10119.633333333335,652,0
609,10136.300000000001,674,0
610,10152.966666666667,694,0
611,10169.633333333333,720,0
612,10186.300000000001,744,0
613,10202.966666666667,768,0
614,10219.633333333335,794,0
615,10236.3,822,0
616,10252.966666666667,850,0
617,10269.633333333333,878,0
618,10286.300000000001,906,0
619,10302.966666666667,936,0
620,10319.633333333333,968,0
621,10336.300000000001,998,0
622,10352.966666666667,1028,0
623,10369.633333333335,1058,0
624,10386.300000000001,1089,0
625,10402.966666666667,1118,0
626,10419.633333333333,1148,1
627,10436.300000000001,1178,1
628,10452.966666666667,1162,1
629,10469.633333333335,1138,1
630,10486.3,1122,1
631,10502.966666666667,1110,1
632,10519.633333333333,1098,0
633,10536.300000000001,1084,0
634,10552.966666666667,1075,0
635,10569.633333333333,1065,0
636,10586.300000000001,1054,0
637,10602.966666666667,1048,0
638,10619.633333333335,1042,0
639,10636.300000000001,1036,0
640,10652.966666666667,1029,0
641,10669.633333333333,1026,0
642,10686.300000000001,1022,0
643,10702.966666666667,1020,0
644,10719.633333333335,1020,0
645,10736.3,1020,0
646,10752.966666666667,1020,0
647,10769.633333333333,1024,0
648,10786.300000000001,1028,0
649,10802.966666666667,1031,0
650,10819.633333333333,1034,0
651,10836.300000000001,1042,0
652,10852.966666666667,1050,0
653,10869.633333333335,1056,0
654,10886.300000000001,1068,0
655,10902.966666666667,1080,0
656,10919.633333333333,1090,0
657,10936.300000000001,1106,1
658,10952.966666666667,1120,1
659,10969.633333333335,1134,1
660,10986.3,1149,1
661,11002.966666666667,1132,1
662,11019.633333333333,1114,1
663,11036.300000000001,1096,0
664,11052.966666666667,1080,0
665,11069.633333333333,1066,0
666,11086.300000000001,1050,0
667,11102.966666666667,1040,0
668,11119.633333333335,1028,0
669,11136.300000000001,1016,0
670,11152.966666666667,1008,0
671,11169.633333333333,1002,0
672,11186.300000000001,994,0
673,11202.966666666667,986,0
674,11219.633333333335,982,0
675,11236.3,978,0
676,11252.966666666667,976,0
677,11269.633333333333,974,0
678,11286.300000000001,974,0
679,11302.966666666667,974,0
680,11319.633333333333,979,0
681,11336.300000000001,982,0
682,11352.966666666667,986,0
683,11369.616666666667,990,0
684,11386.283333333333,998,0
685,11402.95,1006,0
686,11419.616666666669,1012,1
687,11436.283333333335,1024,1
688,11452.95,1034,1
689,11469.616666666667,1016,1
690,11486.283333333335,998,1
691,11502.95,978,1
692,11519.616666666669,964,0
693,11536.283333333333,948,0
694,11552.95,934,0
695,11569.616666666667,922,0
696,11586.283333333335,912,0
697,11602.95,900,1
698,11619.616666666667,892,1
699,11636.283333333333,886,1
700,11652.95,878,1
701,11669.616666666669,870,1
702,11686.283333333335,852,1
703,11702.95,832,0
704,11719.616666666667,814,0
705,11736.283333333335,798,0
706,11752.95,784,0
707,11769.616666666669,768,0
708,11786.283333333333,758,0
709,11802.95,746,0
710,11819.616666666667,736,0
711,11836.283333333335,728,0
712,11852.95,720,0
713,11869.616666666667,712,0
714,11886.283333333333,706,0
715,11902.95,702,0
716,11919.616666666669,698,0
717,11936.283333333335,694,0
718,11952.95,694,0
719,11969.616666666667,694,0
720,11986.283333333335,694,0
721,12002.95,698,0
722,12019.616666666669,702,0
723,12036.283333333333,704,0
724,12052.95,708,0
725,12069.616666666667,716,0
726,12086.283333333335,724,0
727,12102.95,732,0
728,12119.616666666667,742,0
729,12136.283333333333,754,0
730,12152.95,764,0
731,12169.616666666669,780,0
732,12186.283333333335,794,0
733,12202.95,810,0
734,12219.616666666667,824,1
735,12236.283333333335,842,1
736,12252.95,860,1
737,12269.616666666669,878,1
738,12286.283333333333,860,1
739,12302.95,844,1
740,12319.616666666667,826,0
741,12336.283333333335,812,0
742,12352.95,796,0
743,12369.616666666667,780,0
744,12386.283333333333,770,0
745,12402.95,758,0
746,12419.616666666669,748,0
747,12436.283333333335,740,0
748,12452.95,734,0
749,12469.616666666667,726,0
750,12486.283333333335,716,0
751,12502.95,714,0
752,12519.616666666669,710,0
753,12536.283333333333,706,0
754,12552.95,706,0
755,12569.616666666667,706,0
756,12586.283333333335,705,0
757,12602.95,710,0
758,12619.616666666667,714,0
759,12636.283333333333,716,0
760,12652.95,720,0
761,12669.616666666669,728,0
762,12686.283333333335,736,0
763,12702.95,742,0
764,12719.616666666667,754,0
765,12736.283333333335,766,0
766,12752.95,776,0
767,12769.616666666669,792,0
768,12786.283333333333,806,0
769,12802.95,820,0
770,12819.616666666667,834,0
771,12836.283333333335,852,0
772,12852.95,871,0
773,12869.616666666667,888,0
774,12886.283333333333,910,0
775,12902.95,932,0
776,12919.616666666669,954,0
777,12936.283333333335,980,0
778,12952.95,1004,0
779,12969.616666666667,1028,0
780,12986.283333333335,1054,0
781,13002.95,1082,1
782,13019.616666666669,1108,1
783,13036.283333333333,1136,1
784,13052.95,1166,1
785,13069.616666666667,1150,1
786,13086.283333333335,1136,1
787,13102.95,1116,0
788,13119.616666666667,1104,0
789,13136.283333333333,1090,0
790,13152.95,1076,0
791,13169.616666666669,1068,0
792,13186.283333333335,1058,0
793,13202.95,1048,0
794,13219.616666666667,1040,0
795,13236.283333333335,1034,0
796,13252.95,1028,0
797,13269.616666666669,1020,0
798,13286.283333333333,1016,0
799,13302.95,1012,0
800,13319.616666666667,1008,0
801,13336.283333333335,1008,0
802,13352.95,1008,0
803,13369.616666666667,1008,0
804,13386.283333333333,1012,0
805,13402.95,1016,0
806,13419.616666666669,1020,0
807,13436.283333333335,1024,0
808,13452.95,1032,0
809,13469.616666666667,1039,0
810,13486.283333333335,1046,0
811,13502.95,1058,0
812,13519.616666666669,1068,0
813,13536.283333333333,1080,1
814,13552.95,1094,1
815,13569.616666666667,1108,1
816,13586.283333333335,1092,1
817,13602.95,1072,1
818,13619.616666666667,1054,1
819,13636.283333333335,1038,0
820,13652.95,1024,0
821,13669.616666666669,1010,0
822,13686.283333333335,998,0
823,13702.95,986,0
824,13719.616666666667,976,0
825,13736.283333333335,968,0
826,13752.95,960,0
827,13769.616666666669,952,0
828,13786.283333333333,945,0
829,13802.95,942,0
830,13819.616666666667,938,0
831,13836.283333333335,934,0
832,13852.95,934,0
833,13869.616666666667,934,0
834,13886.283333333335,934,0
835,13902.95,938,1
836,13919.616666666669,942,1
837,13936.283333333335,946,1
838,13952.95,926,1
839,13969.616666666667,908,1
840,13986.283333333335,888,1
841,14002.95,874,0
842,14019.616666666669,860,0
843,14036.283333333333,844,0
844,14052.95,832,0
845,14069.616666666667,822,0
846,14086.283333333335,810,0
847,14102.95,802,0
848,14119.616666666667,796,0
849,14136.283333333335,788,0
850,14152.95,780,0
851,14169.616666666669,776,0
852,14186.283333333335,772,1
853,14202.95,768,1
854,14219.616666666667,768,1
855,14236.283333333335,768,1
856,14252.95,750,1
857,14269.616666666669,732,1
858,14286.283333333333,712,0
859,14302.95,698,0
860,14319.616666666667,682,0
861,14336.283333333335,668,0
862,14352.95,656,0
863,14369.616666666667,646,0
864,14386.283333333335,634,0
865,14402.95,626,0
866,14419.616666666669,620,0
867,14436.283333333335,612,0
868,14452.95,604,0
869,14469.616666666667,600,0
870,14486.283333333335,596,0
871,14502.95,594,0
872,14519.616666666669,594,0
873,14536.283333333333,592,0
874,14552.95,592,0
875,14569.616666666667,596,0
876,14586.283333333335,600,0
877,14602.95,604,0
878,14619.616666666667,608,0
879,14636.283333333335,616,0
880,14652.95,624,0
881,14669.616666666669,630,0
882,14686.283333333335,642,0
883,14702.95,652,0
884,14719.616666666667,662,0
885,14736.283333333335,678,0
886,14752.95,692,0
887,14769.616666666669,708,0
888,14786.283333333333,722,1
889,14802.95,740,1
890,14819.616666666667,722,1
891,14836.283333333335,704,1
892,14852.95,686,1
893,14869.616666666667,672,1
894,14886.283333333335,656,0
895,14902.95,641,0
896,14919.616666666669,630,0
897,14936.283333333335,618,0
898,14952.95,608,0
899,14969.616666666667,600,0
900,14986.283333333335,592,0
901,15002.95,585,0
902,15019.616666666669,578,0
903,15036.283333333333,574,0
904,15052.95,570,0
905,15069.616666666667,566,0
906,15086.283333333335,566,0
907,15102.95,566,0
908,15119.616666666667,566,0
909,15136.283333333335,570,0
910,15152.95,574,0
911,15169.616666666669,578,0
912,15186.283333333335,582,0
913,15202.95,588,0
914,15219.616666666667,596,0
915,15236.283333333335,604,0
916,15252.95,616,0
917,15269.616666666669,626,0
918,15286.283333333333,636,0
919,15302.95,652,0
920,15319.616666666667,666,0
921,15336.283333333335,682,0
922,15352.95,696,0
923,15369.616666666667,714,0
924,15386.283333333335,732,0
925,15402.95,750,0
926,15419.616666666669,772,0
927,15436.283333333335,792,1
928,15452.95,814,1
929,15469.616666666667,840,1
930,15486.283333333335,824,1
931,15502.95,806,1
932,15519.616666666669,790,1
933,15536.266666666668,776,0
934,15552.933333333334,762,0
935,15569.6,748,0
936,15586.266666666666,736,0
937,15602.933333333334,724,0
938,15619.6,714,0
939,15636.266666666668,706,0
940,15652.933333333332,698,0
941,15669.6,690,0
942,15686.266666666666,684,0
943,15702.933333333334,680,0
944,15719.600000000002,676,0
945,15736.266666666666,672,0
946,15752.933333333334,672,0
947,15769.6,672,1
948,15786.266666666668,654,1
949,15802.933333333334,636,1
950,15819.6,616,1
951,15836.266666666666,600,1
952,15852.933333333334,586,1
953,15869.6,570,0
954,15886.266666666668,560,0
955,15902.933333333332,548,0
956,15919.6,536,0
957,15936.266666666666,530,0
958,15952.933333333334,522,0
959,15969.600000000002,514,0
960,15986.266666666666,508,0
961,16002.933333333334,504,0
962,16019.6,500,0
963,16036.266666666666,496,0
964,16052.933333333336,496,0
965,16069.6,496,0
966,16086.266666666666,496,0
967,16102.933333333332,500,0
968,16119.600000000002,502,0
969,16136.266666666668,508,0
970,16152.933333333332,512,0
971,16169.599999999999,518,0
972,16186.266666666668,526,0
973,16202.933333333334,534,0
974,16219.6,544,0
975,16236.266666666668,554,0
976,16252.933333333334,566,0
977,16269.6,582,0
978,16286.266666666666,594,0
979,16302.933333333336,610,0
980,16319.6,624,0
981,16336.266666666666,642,0
982,16352.933333333332,660,0
983,16369.600000000002,680,0
984,16386.266666666666,700,0
985,16402.933333333334,722,0
986,16419.6,744,0
987,16436.26666666667,770,0
988,16452.933333333334,794,0
989,16469.6,820,0
990,16486.26666666667,843,0
991,16502.933333333334,872,0
992,16519.600000000002,898,0
993,16536.266666666666,926,0
994,16552.933333333334,955,0
995,16569.600000000002,986,0
996,16586.266666666666,1016,0
997,16602.933333333334,1046,0
998,16619.600000000002,1076,0
999,16636.266666666666,1106,0
1000,16652.933333333334,1136,0
1001,16669.6,1166,0
1002,16686.26666666667,1197,1
1003,16702.933333333334,1226,1
1004,16719.6,1257,1
1005,16736.26666666667,1240,1
1006,16752.933333333334,1216,1
1007,16769.600000000002,1200,1
1008,16786.266666666666,1188,0
1009,16802.933333333334,1176,0
1010,16819.600000000002,1164,0
1011,16836.266666666666,1154,0
1012,16852.933333333334,1144,0
1013,16869.600000000002,1132,0
1014,16886.266666666666,1127,0
1015,16902.933333333334,1122,0
1016,16919.6,1114,0
